Age,Income,Credit_Score,Experience_Years,Employment_Years,Existing_Loans,Loan_Amount,Debt_to_Income_Ratio,Loan_Approved
60,160948,719,33,16,4,1226518,0.635,1
24,238316,705,0,0,1,600593,0.21,1
62,19167,691,42,14,5,2460988,10.7,0
43,83550,783,12,8,4,2365945,2.36,1
56,204697,730,24,1,0,1989412,0.81,1
42,129886,749,20,0,1,2013368,1.292,1
45,185611,752,22,6,2,91637,0.041,1
24,72381,677,0,0,0,1748319,2.013,1
30,101872,621,0,0,4,2183611,1.786,0
44,92183,704,19,2,1,2314159,2.092,0
55,49272,714,22,4,2,1241960,2.101,0
34,35243,850,4,4,0,2902720,6.864,1
40,77340,745,20,13,0,782462,0.843,1
34,105800,713,2,2,0,884281,0.697,1
59,238659,761,36,12,1,2017049,0.704,1
29,165788,554,0,0,1,1891304,0.951,0
54,58122,675,20,18,0,1665338,2.388,0
40,234352,618,15,15,2,2454798,0.873,0
23,79653,678,1,1,1,643072,0.673,0
32,27486,727,4,4,2,2999175,9.093,0
59,69669,578,39,11,0,2330109,2.787,0
32,58109,693,1,1,2,1168640,1.676,0
62,88091,663,35,16,5,1308700,1.238,0
42,137407,631,16,14,2,1029795,0.625,0
55,98344,758,26,13,1,1292064,1.095,1
60,237353,782,30,7,1,1128308,0.396,1
51,82856,772,18,18,1,2631233,2.646,1
27,142122,787,7,7,4,2564680,1.504,1
29,143158,714,6,6,1,839408,0.489,1
57,28140,672,30,0,2,724275,2.145,0
42,194605,545,12,12,1,1949649,0.835,0
29,171044,699,0,0,4,2073547,1.01,0
36,229798,621,2,2,1,1607853,0.583,1
41,27993,672,12,0,1,443948,1.322,1
29,121996,633,4,4,2,675236,0.461,0
32,189806,641,10,5,1,1648404,0.724,0
47,206801,699,25,18,3,1354416,0.546,1
29,247258,684,5,5,0,1550515,0.523,1
47,125943,623,19,13,1,1788734,1.184,0
48,227702,660,20,15,3,994643,0.364,1
55,46631,724,21,10,3,322065,0.576,0
63,139477,730,33,17,2,684327,0.409,1
58,82923,704,33,14,4,1497728,1.505,0
52,130011,702,26,18,2,800058,0.513,1
61,197548,729,39,8,1,2700829,1.139,1
23,194353,768,0,0,1,1396219,0.599,1
29,51071,645,0,0,3,1326304,2.164,0
23,71559,639,0,0,0,1283396,1.495,0
56,149281,639,27,6,4,1187428,0.663,1
33,112880,624,6,2,0,2960524,2.186,0
54,225753,777,27,11,2,96155,0.035,1
50,215256,661,19,14,2,469326,0.182,1
36,74293,634,14,1,1,1137748,1.276,0
53,25610,717,26,17,1,1973668,6.422,0
55,87781,699,22,1,0,1012565,0.961,1
36,215808,776,9,4,2,2049127,0.791,1
58,137671,823,25,13,0,337029,0.204,1
60,41756,709,33,18,0,1763912,3.52,0
25,114483,790,0,0,2,648410,0.472,1
28,165516,604,0,0,2,1059526,0.533,1
53,133184,811,26,16,2,429036,0.268,1
50,155246,809,26,20,1,2773575,1.489,1
22,51392,655,0,0,4,123472,0.2,0
58,221782,699,34,19,1,743284,0.279,1
58,177509,775,24,14,4,442913,0.208,1
40,195373,653,12,12,2,1943650,0.829,1
29,147654,668,0,0,1,2490124,1.405,1
21,47942,811,0,0,1,1895030,3.294,1
22,206436,835,0,0,2,2679872,1.082,1
39,206078,676,10,3,1,2460594,0.995,1
36,69502,609,11,4,1,2297329,2.755,0
61,41030,750,30,16,2,1673998,3.4,0
25,82321,721,0,0,1,51313,0.052,0
52,105546,698,23,3,1,1383958,1.093,1
40,28076,749,9,5,4,1491071,4.426,0
63,191888,624,30,4,0,2261486,0.982,0
34,53804,790,10,10,2,950768,1.473,1
33,48804,536,7,7,0,2738514,4.676,0
47,91872,556,16,7,3,2268534,2.058,0
55,212710,655,27,3,1,2581655,1.011,1
54,168223,770,23,19,1,687299,0.34,1
36,233492,685,8,4,1,2844242,1.015,0
48,113551,676,14,14,1,2248522,1.65,1
63,87355,641,29,19,2,651114,0.621,1
55,80511,576,33,1,0,1237519,1.281,0
35,172098,688,5,1,0,1009569,0.489,0
23,231004,589,2,2,0,2154584,0.777,0
47,138976,578,16,2,1,413991,0.248,0
47,84495,436,17,0,2,2358319,2.326,0
24,47257,734,0,0,0,1233903,2.176,1
41,19875,744,16,10,0,2171393,9.104,0
42,43950,636,15,3,0,1908227,3.618,0
25,249448,588,0,0,0,524912,0.175,1
61,199011,713,41,6,3,2074864,0.869,1
59,176582,758,39,2,3,2180950,1.029,1
43,197429,746,13,13,5,2239890,0.945,1
43,84106,679,14,14,1,2692394,2.668,1
33,139568,811,10,3,1,1074055,0.641,1
47,42260,845,23,3,2,2357788,4.649,1
35,123492,705,12,12,2,764361,0.516,1
32,37657,707,8,6,2,2640420,5.843,0
30,84942,792,0,0,1,930057,0.912,1
58,40769,761,24,9,2,2879369,5.886,0
48,21544,765,14,6,4,2602665,10.067,0
63,21360,689,36,20,2,549904,2.145,0
55,154141,654,21,3,1,2644232,1.43,0
58,75278,627,33,4,4,472275,0.523,0
40,143533,690,10,4,5,1841522,1.069,1
32,156039,758,9,9,0,2488308,1.329,1
23,128469,658,0,0,2,2401826,1.558,0
22,137819,571,2,2,0,2379817,1.439,0
48,100899,541,26,12,0,194365,0.161,1
42,224540,622,11,11,2,2159411,0.801,0
55,151432,758,35,14,2,2530317,1.392,1
65,79794,723,36,7,0,742036,0.775,0
29,197547,685,5,5,1,254597,0.107,1
43,47635,717,20,13,1,2378166,4.16,1
37,106561,610,11,11,0,1652464,1.292,0
34,206490,741,11,11,1,2509014,1.013,1
52,236801,685,25,14,1,2543968,0.895,1
60,76522,797,27,5,4,487703,0.531,0
56,101516,760,23,0,2,2391693,1.963,1
53,120118,818,29,8,3,322066,0.223,1
30,198996,621,5,5,2,1819552,0.762,0
33,18464,821,3,1,2,578178,2.609,0
54,95667,669,21,8,1,1020294,0.889,1
25,99762,726,0,0,2,1255208,1.049,1
26,82220,629,0,0,0,268762,0.272,0
53,28192,699,23,5,3,2927569,8.654,0
25,150948,720,4,4,4,1571755,0.868,1
44,151251,676,13,5,2,252535,0.139,0
28,161954,753,0,0,1,2145414,1.104,1
38,149428,800,9,6,1,2348729,1.31,1
45,34898,652,15,0,1,2572587,6.143,0
38,221590,542,14,5,1,1333090,0.501,0
56,79010,645,28,1,1,1045705,1.103,1
46,80436,733,20,14,1,1163066,1.205,0
40,223040,699,19,5,0,2899944,1.083,0
40,107598,537,12,7,0,1392942,1.079,0
59,77871,651,34,6,1,1530867,1.638,0
60,126434,610,37,8,0,2428509,1.601,1
44,152814,629,12,6,3,1417370,0.773,0
40,221534,640,12,12,4,1550483,0.583,0
65,198330,732,32,12,1,58884,0.025,1
24,77311,561,1,1,0,1901548,2.05,0
42,146208,701,18,1,3,670212,0.382,1
45,191237,592,13,11,2,669371,0.292,1
41,102537,633,14,5,4,1563614,1.271,0
38,72352,760,11,4,1,2792670,3.217,0
65,117925,713,38,14,3,2550113,1.802,1
29,126727,577,2,2,0,445359,0.293,0
64,36798,556,37,16,1,2484728,5.627,0
29,236847,600,8,8,2,2534827,0.892,1
53,63502,543,27,9,0,1593104,2.091,0
61,127503,636,30,17,1,2521260,1.648,1
27,244466,603,0,0,1,1447632,0.493,1
53,230587,739,30,12,1,2261537,0.817,1
22,172732,585,0,0,1,1772440,0.855,0
28,121710,673,8,8,2,2105786,1.442,0
53,131906,792,29,20,2,896433,0.566,1
55,179298,672,23,0,2,345573,0.161,1
49,100271,564,16,2,2,747270,0.621,0
52,48067,647,32,4,1,599551,1.039,0
21,141475,730,0,0,4,2643566,1.557,0
51,40457,653,28,12,0,2495141,5.139,0
55,124056,645,32,6,2,2118863,1.423,1
60,106500,729,34,16,2,230762,0.181,1
64,145171,710,38,1,3,1193135,0.685,1
59,209598,624,32,17,2,1902773,0.757,1
40,33752,684,16,15,0,1083572,2.675,0
53,52697,538,21,8,2,54984,0.087,0
43,242815,536,11,11,1,2663052,0.914,0
23,150702,713,0,0,3,2954357,1.634,0
32,199347,612,11,9,1,1099934,0.46,0
28,241840,674,0,0,3,928466,0.32,0
61,36966,696,35,9,1,2835195,6.391,0
31,177337,819,3,3,2,1197174,0.563,1
46,227740,758,16,2,1,2837593,1.038,1
43,130863,670,16,6,2,1046730,0.667,1
58,109672,724,28,16,3,1628129,1.237,1
25,208679,745,0,0,2,617670,0.247,1
52,132872,664,32,0,0,2622792,1.645,0
25,147443,703,0,0,1,2806541,1.586,1
35,120937,604,10,3,1,2739473,1.888,0
63,106858,644,37,0,1,905049,0.706,0
43,170095,597,23,13,0,2739211,1.342,0
48,34794,717,26,3,1,2239071,5.363,0
39,75101,720,17,17,1,1461745,1.622,1
37,115965,699,17,10,0,364359,0.262,0
35,67072,705,8,8,2,2288605,2.843,0
33,165918,549,5,5,2,2606115,1.309,0
43,166861,757,14,14,2,2200618,1.099,1
38,212917,582,14,10,2,1823381,0.714,1
43,102442,667,21,2,1,1723286,1.402,1
36,109224,739,9,5,0,1878527,1.433,1
40,215917,669,7,7,1,198078,0.076,1
45,45775,595,11,10,1,2338293,4.257,0
52,231664,613,27,18,1,1546108,0.556,1
41,159942,597,14,14,1,2293053,1.195,1
21,222458,621,0,0,1,1781640,0.667,0
48,155209,628,18,1,4,2635460,1.415,0
47,143252,755,26,2,3,2846304,1.656,1
47,95837,790,24,17,3,2139772,1.861,0
65,96048,704,43,14,0,2009971,1.744,1
56,36236,728,24,17,2,1916921,4.408,1
32,125888,752,9,3,2,1184589,0.784,1
35,117348,791,13,13,0,1628651,1.157,0
40,182576,709,13,4,4,724040,0.33,1
64,196716,623,40,3,1,1257042,0.533,0
39,114840,667,6,1,3,2715708,1.971,0
46,79801,644,26,11,2,761539,0.795,1
41,209578,654,7,7,0,1849519,0.735,1
57,31277,695,32,17,0,1625656,4.331,0
63,86744,679,36,15,0,2647092,2.543,1
30,193199,676,3,1,3,1718722,0.741,0
48,159672,652,15,9,1,560825,0.293,0
46,156710,655,13,5,1,2767176,1.471,1
33,150681,693,0,0,1,1463066,0.809,1
45,218444,689,13,13,1,2164287,0.826,1
51,219149,754,31,10,1,2657086,1.01,1
40,243080,666,16,5,2,1883929,0.646,0
35,181798,763,4,4,2,897654,0.411,1
38,239211,591,6,6,1,70986,0.025,1
60,161388,673,31,3,0,2061009,1.064,1
43,186938,732,23,16,0,2747210,1.225,1
23,224768,658,0,0,1,964523,0.358,1
31,134441,562,4,4,2,2440850,1.513,0
47,83140,775,24,7,0,2429801,2.435,1
57,218242,633,26,3,1,2071726,0.791,1
32,98058,810,0,0,0,1156431,0.983,1
53,82352,718,27,2,1,1348337,1.364,1
48,101752,757,22,20,1,2127615,1.742,1
26,212066,612,0,0,3,168520,0.066,0
26,190822,603,2,2,2,1539053,0.672,0
64,157075,576,30,0,1,1146231,0.608,0
41,136494,631,8,8,5,2735603,1.67,0
45,248939,597,11,11,2,1767380,0.592,1
56,18841,692,26,2,0,1794954,7.939,0
38,39110,703,12,5,1,2422657,5.162,0
64,95639,696,39,19,2,111236,0.097,1
59,161839,656,36,5,0,1441713,0.742,0
25,56433,726,0,0,2,917987,1.356,0
43,59873,705,18,16,0,159740,0.222,1
43,110704,665,14,10,1,2101120,1.582,1
43,121734,727,18,10,1,470306,0.322,0
55,220065,708,21,5,1,1884937,0.714,1
49,137069,667,15,3,1,998498,0.607,1
25,96850,634,1,1,1,145056,0.125,0
37,244453,599,5,5,0,1067605,0.364,0
58,97345,643,32,13,2,2168788,1.857,0
22,95050,645,0,0,2,117024,0.103,0
39,47583,721,19,4,1,579216,1.014,0
23,213208,645,1,1,1,1033600,0.404,0
50,44080,704,30,20,2,2012720,3.805,0
53,48543,608,27,2,3,2227849,3.825,0
43,163627,565,12,12,0,1871917,0.953,1
46,35446,697,12,6,3,1555329,3.657,0
50,133837,578,26,14,4,1818530,1.132,0
39,20514,673,8,8,2,2255623,9.163,0
59,208717,758,33,8,4,1715818,0.685,1
46,126606,668,25,9,3,1213442,0.799,0
52,199092,675,27,7,3,484506,0.203,0
62,110284,609,38,20,3,1093080,0.826,1
48,138954,755,15,12,1,1446844,0.868,1
29,233923,630,0,0,2,2033641,0.724,1
51,225520,648,28,6,1,933479,0.345,1
35,150584,758,14,2,4,2026747,1.122,0
52,146634,655,18,9,2,2216414,1.26,0
33,95198,637,11,10,2,2521167,2.207,1
42,87912,606,12,12,2,1487526,1.41,0
60,84590,812,38,4,0,780487,0.769,1
31,32139,632,1,1,6,113279,0.294,0
53,113403,660,19,7,1,2053590,1.509,0
44,75393,820,13,12,3,1915496,2.117,1
60,244281,596,35,3,2,2903675,0.991,1
64,232270,725,38,5,2,511323,0.183,1
26,151007,627,0,0,1,1290061,0.712,1
36,31509,830,6,0,3,2756739,7.291,0
50,123757,785,22,12,3,989738,0.666,1
50,49783,741,16,1,0,2945886,4.931,1
34,57418,521,13,13,0,1179824,1.712,0
27,209564,594,0,0,1,1623367,0.646,0
23,232400,676,0,0,1,460793,0.165,0
51,134335,716,23,1,3,466771,0.29,1
30,220431,703,0,0,2,566680,0.214,1
53,140153,581,21,11,1,1971902,1.172,0
58,143644,631,38,2,1,2818556,1.635,0
57,57458,571,31,15,5,2849087,4.132,0
35,48708,564,14,14,0,56880,0.097,1
24,94384,653,0,0,3,89834,0.079,1
57,179397,788,37,20,0,2658347,1.235,1
62,208509,676,38,2,1,2664436,1.065,1
24,128558,640,1,1,1,1559901,1.011,0
30,68449,744,0,0,0,1020189,1.242,1
42,123550,664,13,11,1,2572803,1.735,1
51,171785,718,23,9,1,952973,0.462,0
56,52917,813,32,17,4,442021,0.696,1
32,36894,685,2,1,0,2192034,4.951,0
29,71439,655,4,0,1,1474760,1.72,1
48,43965,727,18,7,1,2987019,5.662,0
54,206807,668,24,14,3,66340,0.027,1
25,139322,605,0,0,0,2070171,1.238,1
50,65390,637,27,17,1,1823299,2.324,1
36,77917,682,15,15,2,155968,0.167,1
39,105956,653,19,3,2,402306,0.316,0
34,114582,745,7,7,3,413249,0.301,1
44,55539,658,13,13,0,1204685,1.808,1
31,41150,655,8,5,0,1219393,2.469,0
33,73449,715,0,0,1,1539490,1.747,0
30,81651,621,2,2,2,2531068,2.583,0
49,18206,687,28,16,0,890503,4.076,0
59,89587,589,28,12,0,2595343,2.414,0
47,130873,619,19,19,1,1484558,0.945,1
21,27531,637,0,0,4,670836,2.031,0
52,169036,667,18,18,1,2824123,1.392,1
38,38761,644,13,13,2,1354462,2.912,0
24,126139,582,3,3,0,2293660,1.515,0
36,118640,566,6,6,2,1293676,0.909,0
38,64847,723,11,11,3,1106878,1.422,0
41,157758,717,12,12,1,750030,0.396,1
45,86447,715,16,6,1,488126,0.471,0
30,249823,515,10,10,0,2923898,0.975,0
27,50640,680,1,1,0,2126421,3.499,0
21,154128,645,0,0,2,1466961,0.793,1
53,31164,669,22,5,2,2523770,6.749,0
53,20431,626,28,14,1,1584455,6.463,0
39,199181,552,16,0,2,396503,0.166,0
27,127780,783,6,3,2,106069,0.069,1
65,105310,574,40,15,0,2288309,1.811,0
61,124011,744,41,9,3,2253072,1.514,0
34,194115,659,13,13,1,2511039,1.078,0
58,165618,698,33,1,2,1168596,0.588,0
27,214613,707,6,6,1,459614,0.178,1
63,22742,679,37,6,2,571377,2.094,0
23,105707,620,2,2,3,2159646,1.703,0
31,160257,697,9,1,0,332435,0.173,1
28,199713,726,0,0,1,721971,0.301,1
46,116039,658,20,0,5,1582376,1.136,1
58,157748,654,36,5,2,926562,0.489,0
23,65396,701,2,2,1,2069871,2.638,1
49,246766,745,29,11,1,985818,0.333,1
32,108118,740,11,0,2,982480,0.757,0
38,134532,815,14,9,1,717103,0.444,1
63,174581,568,37,1,2,157363,0.075,0
27,79672,766,5,5,0,445557,0.466,0
50,120638,683,21,13,2,832377,0.575,1
62,74667,701,30,2,0,740410,0.826,1
36,123512,690,13,13,2,1152188,0.777,1
65,75786,462,35,16,1,1197497,1.317,0
45,156488,814,25,17,0,1448734,0.771,1
24,176604,548,0,0,1,2990278,1.411,0
24,249435,648,0,0,2,2094320,0.7,0
58,125673,577,34,5,2,1963831,1.302,0
21,189982,705,0,0,1,230704,0.101,1
62,87842,731,30,12,2,696693,0.661,1
23,143109,639,0,0,3,1320969,0.769,0
48,39226,504,18,17,1,876798,1.863,0
31,207687,777,9,6,3,1463446,0.587,1
57,129021,694,24,11,3,1840946,1.189,1
22,20209,572,0,0,6,1492779,6.156,0
29,165934,708,0,0,0,1392588,0.699,1
37,122049,612,11,11,2,2567995,1.753,0
52,162492,838,27,20,0,1464920,0.751,1
51,105479,730,20,13,2,1496063,1.182,1
41,113416,605,10,6,1,313909,0.231,1
37,190066,640,5,1,0,1996186,0.875,1
62,88160,648,36,9,2,1997948,1.889,0
37,152560,718,17,2,1,1044969,0.571,1
63,167558,599,43,17,2,1382777,0.688,1
47,55601,818,26,14,1,1662619,2.492,1
48,29921,672,25,2,1,352608,0.982,0
59,229681,527,29,7,3,1591622,0.577,0
21,221608,746,0,0,0,1539242,0.579,1
36,200661,661,16,1,3,2256248,0.937,0
23,92217,699,0,0,3,2690207,2.431,0
35,218049,748,6,6,0,1507022,0.576,1
24,215821,672,2,2,0,367219,0.142,0
56,71187,799,26,9,1,1757194,2.057,1
50,68685,696,17,10,1,1639496,1.989,0
49,89285,697,26,18,2,1508898,1.408,1
43,101390,801,15,15,1,551493,0.453,1
25,184805,806,0,0,0,2817003,1.27,1
31,20963,607,4,4,1,1093896,4.349,0
39,177960,685,19,3,1,847119,0.397,0
28,214233,634,5,1,2,1966176,0.765,1
63,108576,769,42,7,3,1625914,1.248,1
31,230175,623,0,0,1,427677,0.155,0
29,243207,604,0,0,1,2273312,0.779,1
45,152370,727,12,4,4,2030612,1.111,1
45,106128,630,14,14,3,1832433,1.439,1
34,249763,638,3,3,2,649508,0.217,1
51,94636,746,29,4,1,1160041,1.021,1
33,116062,678,6,6,2,991591,0.712,1
21,219169,659,0,0,2,1038091,0.395,1
50,184811,765,30,13,3,1765901,0.796,0
29,73695,458,4,4,2,2051901,2.32,0
60,198667,694,31,16,2,2217534,0.93,1
49,34824,682,15,15,3,1682444,4.026,0
51,207514,800,30,6,2,2803298,1.126,1
38,247902,828,8,8,3,2596675,0.873,1
23,200065,706,0,0,0,887173,0.37,1
55,73444,630,28,1,1,2342217,2.658,0
22,85631,697,1,1,1,1339039,1.303,0
24,233277,765,0,0,1,1388154,0.496,1
61,147438,646,40,6,2,1631989,0.922,0
35,148404,525,13,13,2,228319,0.128,0
37,156175,737,16,4,1,1278818,0.682,1
46,146186,519,14,10,1,1589737,0.906,0
51,45871,838,26,5,0,2089900,3.797,1
50,202397,699,18,2,2,1915345,0.789,1
43,211061,463,22,8,2,232388,0.092,0
50,197926,663,24,11,2,2956933,1.245,1
31,233204,595,6,1,3,2650558,0.947,1
53,118749,572,32,7,1,159249,0.112,0
58,18061,559,31,6,1,935795,4.318,0
25,184597,606,0,0,2,1353421,0.611,1
55,211582,832,26,5,3,1233738,0.486,1
21,153807,605,0,0,2,51732,0.028,0
24,222869,541,0,0,3,2141730,0.801,0
58,209270,572,30,0,2,2095659,0.835,0
57,127382,778,25,3,0,2128159,1.392,1
27,148899,646,0,0,4,2836541,1.588,0
30,233920,688,8,8,0,113616,0.04,1
53,105376,550,25,2,1,359935,0.285,0
34,38000,755,0,0,2,1390045,3.048,1
56,50562,559,24,3,4,1032936,1.702,0
58,148092,702,27,19,2,2773493,1.561,1
50,208497,600,23,18,0,2426073,0.97,1
46,46718,500,12,12,2,1909767,3.407,0
51,158267,665,31,3,1,1757522,0.925,0
62,130332,540,36,6,2,2834966,1.813,0
39,185972,741,6,6,1,1156802,0.518,1
60,124356,635,35,12,1,2737314,1.834,0
33,180532,575,13,1,4,738833,0.341,0
43,100050,765,23,6,0,706820,0.589,1
39,193555,684,7,7,2,709891,0.306,1
36,249177,701,6,6,1,835939,0.28,1
45,45284,650,11,10,1,2080263,3.828,0
46,149538,635,16,0,1,2224560,1.24,0
41,73253,680,17,11,1,936646,1.066,1
38,99991,710,12,0,2,456318,0.38,0
29,209605,583,4,4,0,57487,0.023,1
44,163718,689,14,14,1,2112288,1.075,1
60,156477,645,39,19,0,2181721,1.162,1
37,161170,723,6,6,2,1626068,0.841,0
50,171151,698,29,13,1,2874670,1.4,1
24,24865,785,0,0,1,915157,3.067,0
48,18257,789,20,17,2,2113171,9.645,0
61,66416,614,41,9,0,74261,0.093,1
60,128118,687,34,11,2,1311575,0.853,1
29,32912,786,8,8,0,1821370,4.612,0
56,41744,594,34,9,2,1924343,3.842,0
28,68491,642,8,8,3,1766680,2.15,0
42,203360,738,22,4,0,1711922,0.702,1
45,36252,557,12,6,1,2227062,5.119,0
26,129712,683,0,0,2,2475518,1.59,1
46,147114,668,26,17,2,718581,0.407,1
62,162697,746,38,16,0,2348199,1.203,1
22,184814,588,0,0,2,2117443,0.955,0
51,240303,793,17,17,1,687243,0.238,1
32,31317,690,2,2,3,1911298,5.086,0
39,144334,745,11,11,0,1405673,0.812,1
57,23682,658,30,8,1,1666420,5.864,0
57,31233,548,36,14,0,2983764,7.961,0
21,26898,773,0,0,1,1231189,3.814,1
30,47788,728,0,0,1,439429,0.766,0
54,39303,573,33,14,1,2369683,5.024,0
36,80602,651,8,8,1,1302373,1.347,0
61,79657,719,30,2,1,2656787,2.779,0
27,63923,794,0,0,1,1214931,1.584,1
33,27222,762,2,2,0,198672,0.608,1
24,237569,643,0,0,0,1781783,0.625,1
59,162382,686,30,0,1,1410242,0.724,0
51,248073,632,29,9,0,920672,0.309,1
30,147057,646,3,3,3,2399447,1.36,0
32,79318,700,1,1,2,169127,0.178,1
54,218833,793,21,18,4,392305,0.149,1
48,25888,500,18,18,0,2972657,9.569,0
25,193395,628,0,0,2,1152148,0.496,0
48,202296,721,17,8,1,2535249,1.044,1
31,134122,828,0,0,2,2286173,1.42,1
54,99733,588,32,10,1,1760327,1.471,0
35,132247,625,7,7,3,993387,0.626,0
25,134495,583,0,0,4,1724572,1.069,0
41,135383,584,13,10,2,2753602,1.695,1
51,233162,521,19,1,1,2029108,0.725,0
60,199248,517,35,19,0,513782,0.215,0
27,102432,517,7,7,2,1868290,1.52,0
55,107819,740,23,0,3,630018,0.487,1
41,174245,677,12,3,3,81560,0.039,0
60,83567,588,36,16,1,1193185,1.19,0
25,241515,664,0,0,1,2438549,0.841,1
34,22147,752,11,2,2,358287,1.348,1
54,88246,850,32,15,1,1767239,1.669,1
30,246113,697,4,4,0,2361318,0.8,0
38,74150,657,16,7,2,1642164,1.846,0
37,189367,551,14,14,4,1413729,0.622,0
58,97452,615,35,9,3,1181767,1.011,0
52,110525,696,31,17,3,1183033,0.892,1
37,116537,523,16,14,2,600420,0.429,0
42,218113,623,21,14,1,2653435,1.014,1
45,24390,651,18,8,1,137442,0.47,1
36,79837,713,10,4,2,1031919,1.077,0
50,138952,682,16,11,0,490557,0.294,1
54,147193,663,26,17,2,485641,0.275,1
25,245536,694,0,0,2,1312184,0.445,1
64,93973,702,42,17,1,902919,0.801,1
53,61110,633,24,18,0,1236648,1.686,1
25,25027,766,3,3,0,2482453,8.266,0
60,197830,584,33,4,2,1393488,0.587,0
62,233282,649,30,5,1,571514,0.204,1
23,160413,548,1,1,3,521360,0.271,0
58,169708,731,25,20,3,243268,0.119,1
33,203832,607,9,9,1,1184068,0.484,0
28,89728,614,4,4,3,1784622,1.657,0
50,20828,625,19,3,3,2543657,10.177,0
25,80883,776,0,0,2,1034420,1.066,0
58,153719,809,33,14,1,252276,0.137,1
51,208578,728,24,1,2,305583,0.122,1
22,248805,678,0,0,0,156807,0.053,1
27,131426,593,0,0,3,1164568,0.738,0
36,59537,753,11,11,4,2390937,3.347,0
30,132731,775,4,4,1,1492764,0.937,1
49,174855,571,24,4,2,2061736,0.983,1
50,92707,686,30,18,3,336221,0.302,0
40,237384,783,16,4,0,1897462,0.666,1
62,149222,611,36,3,1,672573,0.376,1
54,26470,629,31,0,2,1926599,6.065,0
28,60169,679,4,4,0,1370387,1.898,0
54,139174,577,28,12,0,471433,0.282,0
54,206911,597,20,12,2,1714576,0.691,0
65,151292,590,40,0,0,607149,0.334,1
56,189962,655,32,7,0,247251,0.108,0
27,68139,761,7,7,3,2085015,2.55,0
34,32688,576,12,12,2,2545971,6.491,0
40,240171,594,11,10,0,1378078,0.478,1
57,69084,738,30,14,3,1686244,2.034,1
53,39102,652,27,4,3,1054889,2.248,0
51,44882,804,26,3,1,2469748,4.586,0
53,147753,675,24,2,0,2672473,1.507,1
46,140489,556,16,16,0,1121277,0.665,1
46,239379,758,26,3,4,2816010,0.98,1
58,243967,736,29,5,0,1995258,0.682,1
36,237960,734,16,16,1,1080843,0.379,1
32,219169,536,12,2,5,1928466,0.733,0
21,51482,728,0,0,1,999192,1.617,0
64,240055,646,43,0,2,462606,0.161,0
40,177047,785,14,11,3,1788705,0.842,1
22,89664,624,0,0,2,924516,0.859,1
51,167616,684,28,11,1,2455344,1.221,1
38,157779,641,15,14,1,614402,0.325,1
62,116662,632,33,9,1,1683493,1.203,0
30,69472,571,6,6,1,381713,0.458,0
26,33380,680,3,3,2,2923069,7.297,0
22,190999,625,0,0,3,2164175,0.944,0
36,150222,850,10,10,3,479056,0.266,1
25,70164,556,5,5,2,73809,0.088,0
58,169391,830,34,0,0,1438546,0.708,1
42,136453,654,22,18,0,1335104,0.815,1
42,21920,746,10,10,3,2062545,7.841,0
42,103427,588,13,13,0,459253,0.37,0
21,72791,704,0,0,1,1065995,1.22,1
56,74357,678,36,14,0,777172,0.871,1
33,217714,672,5,4,0,822002,0.315,1
32,170892,850,12,12,2,1489081,0.726,1
33,141441,721,1,1,1,2059966,1.214,1
31,62392,670,2,2,3,840443,1.123,0
38,110024,648,7,7,1,2442994,1.85,0
42,233596,687,12,12,2,1384172,0.494,0
21,214371,736,0,0,1,2366268,0.92,1
24,121566,640,0,0,3,2081723,1.427,0
29,126211,667,0,0,2,189847,0.125,1
23,105850,595,0,0,3,2827906,2.226,0
28,61612,658,0,0,2,178114,0.241,0
29,158513,701,0,0,2,85065,0.045,1
38,185197,675,11,11,1,2861719,1.288,1
25,25951,689,0,0,1,2721401,8.739,0
42,187462,586,17,7,1,2034139,0.904,0
57,111776,730,24,13,2,367446,0.274,1
25,180932,715,0,0,2,1644166,0.757,1
43,59809,600,22,20,3,872998,1.216,0
36,103752,617,15,7,2,2714563,2.18,1
25,30918,724,0,0,0,2676269,7.213,0
57,66491,642,36,0,1,1533456,1.922,0
64,244410,661,39,1,1,1838730,0.627,1
59,121449,682,35,4,3,281765,0.193,1
23,241484,694,1,1,0,691282,0.239,1
46,248083,630,13,13,0,2139964,0.719,1
28,241244,665,0,0,0,2158401,0.746,1
41,183642,850,9,9,2,1019390,0.463,1
38,167613,635,10,10,3,1020228,0.507,0
25,194306,667,4,4,1,1028875,0.441,1
26,201989,566,0,0,0,2528327,1.043,0
47,89063,801,27,10,4,73333,0.069,1
42,220645,620,17,4,1,268989,0.102,0
42,141225,762,14,14,3,1489530,0.879,1
58,98989,740,25,15,1,2694372,2.268,1
58,162754,724,25,16,1,2161541,1.107,1
63,101924,670,39,12,3,2353661,1.924,0
47,90607,621,19,6,1,2636565,2.425,0
65,126137,647,34,10,1,2771447,1.831,0
53,90866,742,28,14,1,1882188,1.726,1
62,180142,844,36,20,2,1932449,0.894,1
51,166594,641,30,17,2,2616705,1.309,0
48,90826,656,27,0,0,1773837,1.628,0
50,108922,686,19,3,0,2174649,1.664,1
54,77189,654,27,9,5,2980246,3.217,0
65,44811,654,31,12,1,2964001,5.512,1
37,243252,842,8,3,2,1812444,0.621,1
55,58865,726,33,4,2,1481135,2.097,0
56,206881,751,31,7,4,801375,0.323,1
26,142769,729,0,0,1,1703161,0.994,1
65,37831,726,41,3,0,2384514,5.253,0
