Age,Income,Credit_Score,Years_Employed,Existing_Loans,Debt_to_Income,Loan_Amount,Employment_Type,Education,Loan_Approved
33,94604,711,10,1,30.69,536983,Salaried,Bachelor,1
49,134969,680,18,3,11.33,945473,Business,Master,1
52,98772,662,1,5,40.25,897046,Business,High School,1
47,69180,594,4,2,37.9,945309,Salaried,High School,0
50,24504,642,23,3,60.5,177704,Self-Employed,Master,0
59,84630,618,26,1,29.35,376904,Salaried,Bachelor,0
21,132325,667,0,4,19.04,674441,Salaried,Master,0
31,224417,768,13,6,34.99,21862,Salaried,High School,1
43,45122,644,0,3,6.97,635777,Self-Employed,High School,1
37,219130,632,19,2,20.24,908249,Contract,Bachelor,0
35,234611,566,17,1,43.95,334586,Contract,Bachelor,1
47,206622,609,23,4,26.09,25670,Self-Employed,Bachelor,1
30,239759,558,12,0,20.17,721629,Business,Master,1
36,195027,605,12,4,19.48,5993,Contract,Bachelor,1
57,141150,708,30,0,34.24,393111,Self-Employed,Bachelor,1
48,62086,722,2,0,28.57,153763,Salaried,Bachelor,1
22,173706,591,4,5,23.26,543608,Salaried,Bachelor,0
59,72503,575,17,2,23.77,465138,Salaried,Master,0
55,249500,626,28,3,10.51,925909,Self-Employed,Bachelor,1
35,69094,735,17,5,47.23,848154,Self-Employed,High School,1
31,229781,628,13,4,66.02,783167,Contract,Bachelor,0
53,180857,676,4,2,63.72,530383,Business,Bachelor,0
36,110123,701,18,2,49.23,585623,Salaried,Master,1
31,246549,648,13,5,24.28,834463,Salaried,PhD,0
40,91025,635,22,5,24.61,267728,Salaried,Bachelor,1
39,207351,645,2,0,32.31,440251,Self-Employed,Bachelor,1
59,164864,690,9,3,31.37,229592,Business,Bachelor,1
43,186857,705,15,0,28.63,233955,Salaried,High School,1
30,196863,817,12,1,50.48,52931,Salaried,Bachelor,1
28,123527,624,10,0,42.31,665339,Salaried,Master,1
22,134711,690,4,2,16.75,563352,Business,High School,0
27,102171,773,9,4,39.52,305154,Salaried,Bachelor,1
46,172431,677,17,2,46.44,672321,Business,Bachelor,1
60,140404,713,8,5,30.25,734274,Salaried,Bachelor,1
39,31028,717,21,2,55.2,724704,Business,High School,0
26,206093,694,8,4,17.25,633266,Salaried,Bachelor,1
53,61301,697,8,0,42.32,229131,Self-Employed,Master,0
31,212552,674,4,3,16.06,596554,Self-Employed,Master,1
56,218273,725,20,2,52.43,498327,Contract,Master,1
32,182788,627,14,5,33.96,176384,Salaried,High School,1
48,245563,669,13,1,49.34,507931,Salaried,Master,1
29,223491,732,11,4,61.24,107774,Business,Bachelor,1
43,106342,736,14,3,54.69,218263,Salaried,Bachelor,1
60,116580,677,28,5,42.68,788844,Business,High School,1
26,70009,636,7,0,34.77,40087,Salaried,High School,1
39,166188,744,21,3,26.31,147662,Self-Employed,Bachelor,1
40,228424,756,20,3,39.54,648944,Salaried,Bachelor,1
38,32688,682,20,0,13.31,791903,Business,Bachelor,1
47,175017,798,19,0,17.04,37186,Salaried,Bachelor,1
53,84012,606,18,5,57.88,344674,Self-Employed,Bachelor,0
49,133529,589,2,1,61.77,81299,Self-Employed,High School,0
29,124086,644,9,4,52.52,839988,Salaried,Bachelor,0
65,201525,598,27,5,25.15,651341,Salaried,Master,1
64,85249,597,13,1,66.85,987302,Salaried,Bachelor,0
47,81064,564,1,3,54.66,483665,Business,Bachelor,1
59,237545,723,13,5,64.83,316565,Self-Employed,Bachelor,1
31,23256,733,8,1,57.83,40060,Salaried,Master,0
62,241457,753,27,2,16.91,453836,Salaried,Bachelor,1
28,215106,812,10,6,23.84,522382,Self-Employed,Master,1
34,42261,665,16,5,35.52,403495,Business,Master,1
33,212458,678,3,1,62.58,989579,Business,Master,0
27,47140,709,9,3,52.15,216410,Salaried,Bachelor,1
35,188942,564,14,4,17.43,829193,Salaried,High School,1
58,216776,786,29,0,44.84,902765,Business,High School,1
64,195291,663,2,2,56.4,884659,Salaried,Bachelor,1
63,30505,713,8,2,20.71,70806,Salaried,High School,0
38,208557,626,13,0,31.15,191978,Business,Bachelor,1
56,21872,574,5,6,38.81,573153,Business,Master,0
51,134468,723,24,2,24.39,13955,Self-Employed,Master,1
24,55890,708,6,6,25.83,176786,Salaried,Bachelor,1
33,34549,676,1,6,44.96,460998,Salaried,Master,0
59,232865,721,6,4,65.2,786796,Business,Master,1
50,63860,692,1,2,25.71,315619,Self-Employed,High School,0
39,186190,622,8,5,45.94,165209,Contract,Master,0
24,68120,684,3,6,66.5,859497,Business,Bachelor,0
21,223092,705,2,5,45.7,147305,Self-Employed,Bachelor,1
60,164787,558,28,2,48.29,439000,Business,Bachelor,1
52,156211,699,16,0,62.29,801381,Salaried,Master,1
32,190457,704,11,0,38.02,205013,Contract,Bachelor,1
32,222793,763,1,4,30.93,873467,Salaried,Master,0
40,55032,659,7,0,59.25,48684,Self-Employed,Bachelor,1
31,147100,642,13,6,38.56,751834,Self-Employed,Bachelor,1
50,76456,618,30,4,18.93,473673,Self-Employed,Bachelor,1
64,240840,628,12,6,48.58,273483,Business,High School,0
51,67077,695,18,4,58.14,830732,Salaried,Master,0
48,90094,696,30,2,31.75,795922,Salaried,PhD,1
64,230606,627,18,0,49.94,186304,Salaried,Master,1
49,120044,767,4,5,64.21,389500,Salaried,Bachelor,1
61,152320,742,27,5,15.9,965981,Self-Employed,PhD,1
42,80083,709,22,3,42.91,807923,Contract,Bachelor,1
65,227817,750,9,4,29.64,355144,Self-Employed,Bachelor,1
49,79073,697,22,4,22.9,770890,Business,Master,0
21,106025,690,3,5,34.42,29662,Salaried,Master,0
41,142969,620,19,6,38.3,223871,Contract,Bachelor,1
51,30662,732,7,4,30.24,292506,Self-Employed,Master,1
47,56775,641,27,4,57.08,97843,Self-Employed,Bachelor,0
55,170795,764,15,2,27.03,230030,Salaried,Master,1
28,51132,812,3,4,29.5,993967,Salaried,Bachelor,1
60,38287,686,5,4,31.93,860961,Salaried,Bachelor,1
28,169452,656,10,5,48.16,198375,Salaried,Bachelor,1
26,196599,740,0,2,6.05,477111,Salaried,High School,1
35,151256,732,17,5,43.38,636303,Salaried,Master,1
41,130952,681,23,5,30.86,714990,Business,PhD,0
57,159038,733,22,0,25.0,230990,Business,Bachelor,1
26,134707,726,8,0,30.15,551328,Salaried,Bachelor,1
49,96682,701,11,5,24.98,212786,Salaried,Master,1
45,249340,758,27,4,60.18,658388,Self-Employed,High School,0
43,207368,573,24,4,10.26,819201,Salaried,PhD,1
58,198767,764,14,4,27.52,236070,Self-Employed,Master,1
47,23363,561,9,1,11.98,35908,Salaried,Bachelor,1
62,123573,665,28,0,29.03,202434,Salaried,Bachelor,0
43,49116,717,20,5,32.33,988277,Salaried,Bachelor,1
39,212071,720,6,6,14.04,776963,Self-Employed,Bachelor,0
48,177183,642,13,6,33.41,102953,Self-Employed,Bachelor,1
54,162630,850,4,3,69.93,721192,Contract,Master,1
27,119988,850,9,1,36.61,264779,Salaried,Bachelor,1
33,83723,654,15,0,31.56,148291,Salaried,PhD,1
24,205766,694,0,2,57.4,803687,Contract,Master,0
31,31753,648,0,4,51.68,560484,Self-Employed,Bachelor,0
41,128189,596,22,3,60.29,926617,Salaried,Bachelor,1
41,224042,632,23,5,20.77,54703,Business,Bachelor,1
63,24695,729,13,0,12.37,546556,Business,Bachelor,1
65,154487,641,0,4,19.45,762777,Salaried,High School,1
62,65926,612,8,0,49.97,760223,Business,Bachelor,0
46,123786,701,3,6,32.32,76437,Salaried,Bachelor,1
51,146204,539,27,2,11.49,916270,Salaried,Master,0
24,190579,690,6,2,19.36,41322,Salaried,High School,0
23,219638,664,4,1,19.74,332963,Salaried,Master,0
59,136124,778,23,4,7.43,730571,Salaried,Bachelor,1
41,79598,687,0,5,28.71,13743,Salaried,Master,0
58,77724,740,13,6,22.21,301523,Salaried,Master,1
38,191019,679,20,6,51.79,790768,Salaried,Bachelor,0
53,162003,702,9,2,6.78,12687,Salaried,Bachelor,1
62,232470,666,22,3,45.14,240332,Contract,Master,1
55,67318,667,0,1,66.78,78050,Self-Employed,Bachelor,0
52,201138,754,22,0,52.65,219126,Business,Bachelor,0
31,243264,694,13,3,36.41,110414,Salaried,Bachelor,1
59,246712,610,18,4,5.98,537201,Salaried,Bachelor,1
51,193950,669,7,1,16.9,30894,Salaried,Bachelor,1
50,83632,782,2,5,30.64,191916,Salaried,Master,1
58,171637,644,1,0,54.0,335518,Salaried,Bachelor,0
40,24453,665,21,2,61.01,46280,Self-Employed,Bachelor,0
60,127979,652,22,3,56.35,286490,Self-Employed,High School,1
46,128928,655,7,3,57.25,510490,Salaried,Bachelor,0
31,101230,742,13,5,11.07,272970,Self-Employed,Bachelor,1
22,41692,691,4,4,39.37,743039,Salaried,High School,1
59,124145,760,17,3,12.79,583835,Contract,PhD,1
37,190604,529,15,6,65.9,268400,Salaried,Bachelor,0
44,236441,709,7,4,40.22,284737,Salaried,Master,1
50,97501,630,24,5,53.15,221761,Self-Employed,Master,1
57,226884,633,6,2,40.39,35620,Contract,Master,1
26,108384,607,8,1,63.07,315645,Business,Bachelor,0
43,37537,676,4,6,19.27,719033,Self-Employed,Bachelor,1
55,128047,514,27,6,19.47,334746,Self-Employed,High School,0
46,26232,682,6,2,14.4,191361,Business,High School,1
45,77386,648,27,1,54.92,515593,Contract,PhD,0
56,103027,601,18,6,53.51,783685,Self-Employed,Bachelor,1
41,247181,738,16,6,26.2,49193,Salaried,Master,1
62,24863,714,29,4,12.63,267579,Contract,High School,1
63,32945,609,20,3,47.74,285168,Salaried,Master,0
43,231104,733,1,0,61.35,732111,Self-Employed,High School,0
21,149529,705,3,2,38.38,367627,Business,Bachelor,1
30,105243,658,12,6,55.37,128580,Contract,Bachelor,1
45,29702,502,27,5,54.61,250958,Salaried,High School,0
42,116233,675,20,1,49.21,43297,Self-Employed,High School,0
28,87392,716,7,6,69.84,896153,Salaried,Master,0
61,147720,598,25,1,36.92,724329,Salaried,Bachelor,1
53,89334,718,3,1,62.0,991218,Salaried,High School,0
32,217017,566,7,2,25.48,897138,Salaried,Bachelor,0
59,185155,780,10,2,16.94,25941,Contract,Bachelor,1
32,33299,562,3,1,18.1,727022,Business,Bachelor,1
32,105121,551,14,5,66.92,262856,Self-Employed,Master,0
31,236679,651,4,4,54.3,821449,Salaried,High School,1
28,71436,632,10,6,31.82,208160,Salaried,Master,0
28,237173,705,10,0,64.76,82704,Salaried,High School,1
57,224913,524,8,0,54.28,336033,Salaried,Master,0
36,117749,639,11,4,39.58,147170,Salaried,High School,1
56,249093,690,25,6,52.26,54063,Self-Employed,Bachelor,1
38,204494,577,20,1,68.03,915133,Salaried,High School,0
64,160695,682,14,6,8.47,177450,Salaried,Master,1
41,63098,630,0,1,24.99,7429,Salaried,High School,0
24,247128,659,6,4,21.05,708164,Salaried,Master,1
27,123239,588,5,6,60.09,557011,Business,Bachelor,0
54,20332,594,17,4,41.84,132315,Self-Employed,Master,1
54,145119,709,24,6,30.13,31059,Salaried,Bachelor,1
65,181636,617,18,2,26.43,895271,Business,High School,0
56,75500,777,22,5,57.16,358616,Self-Employed,Bachelor,1
57,39784,743,5,4,65.28,109816,Salaried,Bachelor,1
50,51395,549,16,6,59.73,11769,Salaried,Bachelor,0
46,136188,719,15,3,13.66,755764,Business,Bachelor,1
32,51765,593,14,4,34.2,553620,Self-Employed,Bachelor,1
31,77074,703,4,2,42.8,157965,Salaried,PhD,0
49,77225,771,11,5,47.3,318067,Business,High School,0
23,214556,750,5,0,50.93,791848,Business,Bachelor,1
31,27720,740,7,2,13.83,260538,Business,Bachelor,1
29,57928,508,11,6,29.27,855323,Salaried,Bachelor,1
46,57818,573,4,6,22.09,91529,Self-Employed,Bachelor,1
28,28166,627,10,0,31.64,553483,Salaried,PhD,0
41,183468,752,9,4,38.99,534039,Salaried,Bachelor,0
28,185751,657,4,2,65.41,282925,Business,High School,0
62,61184,526,22,1,30.78,697004,Salaried,High School,1
26,194271,724,8,4,27.73,292039,Salaried,Bachelor,1
38,213320,573,20,0,14.39,331829,Salaried,Bachelor,1
26,51522,717,8,1,34.02,232483,Salaried,Master,1
41,219357,604,1,6,48.07,199108,Business,Bachelor,1
64,100067,625,9,4,54.06,667629,Salaried,Master,0
43,111624,703,22,6,50.61,56426,Self-Employed,Master,1
56,231145,716,28,6,43.57,62241,Salaried,High School,1
38,158673,634,9,5,51.77,265228,Salaried,Bachelor,0
47,245169,729,15,0,24.09,690760,Business,Master,1
65,207635,625,18,1,44.27,749291,Business,Master,0
23,62968,675,5,3,36.98,237597,Salaried,Bachelor,1
32,247396,702,8,1,17.72,791546,Salaried,High School,1
40,90642,635,17,6,51.69,800353,Self-Employed,Master,1
39,44163,737,13,3,35.92,558892,Salaried,Bachelor,1
43,190747,574,4,6,26.95,944319,Salaried,Master,1
25,33297,712,1,6,54.72,586806,Self-Employed,High School,0
39,188825,752,0,0,46.56,762725,Salaried,Master,1
32,64368,654,14,6,43.68,474063,Salaried,Master,1
48,120923,639,0,2,16.67,304108,Self-Employed,High School,1
57,96756,691,18,1,33.24,226996,Business,Master,1
54,197099,773,10,0,5.51,915211,Business,Bachelor,1
36,74261,686,3,1,55.75,800660,Salaried,Master,0
24,55934,643,6,0,21.78,84911,Contract,Master,1
62,133914,729,10,1,69.82,990795,Salaried,Bachelor,1
26,176490,772,6,3,55.67,228565,Salaried,Bachelor,1
27,135003,683,9,1,68.91,477669,Salaried,Bachelor,0
54,193521,705,14,3,9.73,156158,Self-Employed,Bachelor,1
24,69407,544,6,0,48.66,955466,Salaried,Bachelor,0
35,49065,679,15,5,20.21,289645,Salaried,High School,0
33,176769,697,15,5,65.54,471672,Contract,Bachelor,0
29,95262,682,1,2,58.04,833968,Self-Employed,High School,0
57,111529,521,27,4,5.67,688888,Salaried,Bachelor,1
37,96549,605,19,6,21.17,155668,Salaried,Master,1
58,69232,590,27,6,7.14,159532,Self-Employed,Bachelor,1
34,128358,753,2,3,38.77,37803,Salaried,High School,1
57,27339,672,11,3,11.81,754811,Salaried,Bachelor,1
51,166266,734,17,5,16.59,821146,Contract,Bachelor,1
22,206562,610,4,4,12.72,613878,Salaried,Master,0
39,89549,660,14,2,28.3,514929,Salaried,High School,0
39,101028,716,21,1,47.41,643444,Business,High School,1
33,86119,630,0,6,23.34,232069,Salaried,Bachelor,0
41,198037,776,7,3,59.39,89291,Salaried,High School,1
51,178071,735,10,0,37.97,547947,Business,High School,1
64,184955,679,30,0,36.75,455123,Salaried,Bachelor,1
48,40592,705,19,5,26.0,204093,Salaried,Master,1
21,183274,691,0,6,67.42,665465,Business,Bachelor,1
55,136407,784,13,6,68.46,699229,Self-Employed,Bachelor,1
30,186338,776,12,5,25.01,978219,Salaried,High School,1
28,243703,735,10,1,12.62,908422,Business,High School,1
33,93736,723,15,2,64.48,142827,Salaried,Bachelor,1
39,37358,599,10,0,10.08,48999,Self-Employed,Master,0
23,65468,697,1,4,11.21,883009,Salaried,Master,1
23,88499,587,5,3,30.17,604572,Salaried,Bachelor,0
47,96979,620,19,5,55.07,320661,Salaried,Master,1
38,238426,679,20,1,67.96,343658,Business,PhD,1
55,23105,647,21,1,49.64,561469,Salaried,Bachelor,1
64,203096,682,14,5,8.33,472610,Self-Employed,Bachelor,1
54,32875,788,14,1,26.9,791836,Salaried,PhD,1
50,184904,606,2,5,20.63,150810,Salaried,Bachelor,0
28,154524,666,10,1,57.48,694860,Salaried,Master,0
41,92442,658,23,3,57.09,414077,Contract,Master,0
39,76794,765,21,3,33.58,947848,Salaried,PhD,1
63,85769,714,10,2,49.2,442397,Salaried,Bachelor,1
60,193302,726,3,4,48.82,871678,Self-Employed,High School,1
50,105498,850,19,5,64.64,386977,Self-Employed,Bachelor,1
47,53342,701,29,3,10.82,8871,Self-Employed,High School,1
40,60761,609,13,3,15.93,271007,Business,Bachelor,1
34,41207,634,4,6,65.97,537558,Salaried,High School,0
32,238034,631,14,3,41.72,831948,Business,High School,0
43,190033,661,25,3,12.58,483976,Self-Employed,High School,1
32,93468,708,14,4,16.12,181287,Business,Master,1
64,33837,545,16,1,14.24,823301,Salaried,Master,1
64,69315,586,9,0,53.67,980566,Salaried,High School,0
59,96864,747,30,0,58.13,477359,Contract,High School,1
62,148326,660,9,2,53.01,128156,Salaried,PhD,1
50,193191,690,21,6,65.22,887686,Self-Employed,Bachelor,1
47,246076,759,21,5,40.94,396069,Business,Bachelor,1
44,47797,608,20,4,51.68,453036,Business,Bachelor,1
23,158220,686,5,1,38.13,249209,Business,Bachelor,1
50,174235,705,0,6,14.71,454888,Salaried,Bachelor,0
55,67627,667,9,2,27.24,868534,Self-Employed,Bachelor,1
53,29178,713,27,6,50.02,888108,Salaried,High School,1
57,167292,653,1,1,32.78,220454,Salaried,Master,1
60,52518,689,0,4,19.06,977412,Salaried,High School,1
36,116217,713,13,4,41.28,499674,Self-Employed,Bachelor,1
38,236733,741,8,0,60.55,893086,Business,PhD,1
38,133169,640,16,3,40.58,439249,Business,Bachelor,1
34,184338,575,3,6,57.0,199895,Salaried,Master,0
52,51999,670,12,6,41.53,16904,Self-Employed,Bachelor,1
32,203882,622,14,0,24.39,60074,Salaried,Bachelor,1
62,160980,633,0,1,41.42,888329,Business,Master,1
22,83589,713,4,3,24.36,412034,Salaried,Bachelor,1
46,91033,727,20,0,67.37,412861,Self-Employed,Master,1
43,113658,594,25,6,52.79,483260,Salaried,Bachelor,0
55,182079,645,10,3,39.2,347362,Salaried,Master,1
53,163637,546,5,0,43.8,184491,Self-Employed,High School,1
61,139884,638,7,0,39.96,179162,Salaried,Bachelor,1
45,204054,705,10,3,21.45,729800,Salaried,Master,1
24,178437,641,6,1,37.89,990881,Salaried,Master,0
41,85388,736,23,3,58.19,644129,Salaried,Bachelor,1
24,137879,753,6,6,63.91,492033,Salaried,High School,0
51,80456,788,6,2,37.49,393688,Salaried,High School,1
35,25901,777,1,6,35.87,504855,Salaried,Bachelor,1
24,130219,737,6,4,33.66,417912,Salaried,Master,1
24,139002,700,6,2,63.86,268980,Business,Bachelor,0
64,208850,744,11,6,16.13,656855,Self-Employed,Master,1
23,89761,641,5,4,59.91,742137,Self-Employed,Bachelor,0
25,196507,589,7,3,68.33,481671,Salaried,High School,0
39,95366,661,0,0,35.26,724565,Salaried,Bachelor,1
58,207663,752,22,5,24.03,425505,Salaried,Bachelor,1
52,150553,584,25,2,59.9,760659,Self-Employed,Master,1
29,193590,680,11,0,35.38,792919,Salaried,Bachelor,1
23,160442,703,5,4,16.17,845321,Business,Bachelor,1
54,181459,666,14,3,7.36,262145,Contract,Master,1
45,241766,746,11,1,64.06,826391,Salaried,Bachelor,1
30,92143,748,9,6,8.49,809532,Business,Master,1
52,214022,661,11,4,49.15,537136,Self-Employed,Bachelor,1
25,134826,638,4,5,25.49,509888,Self-Employed,High School,1
49,101037,542,23,6,24.45,528257,Business,Bachelor,0
27,224376,730,9,3,38.1,704773,Business,Bachelor,1
35,154282,514,17,6,23.05,626662,Salaried,Master,1
22,97612,754,4,3,48.12,251747,Business,Bachelor,1
30,24640,850,12,3,53.65,353309,Business,Bachelor,1
31,94975,589,13,6,16.46,597519,Salaried,Bachelor,1
60,85896,656,9,5,37.22,552972,Salaried,PhD,1
41,80531,712,14,4,5.12,683165,Salaried,Bachelor,1
32,181811,691,14,4,68.78,937471,Self-Employed,PhD,0
24,145251,669,6,3,55.45,865365,Salaried,Bachelor,0
48,130141,680,16,2,31.22,351132,Self-Employed,Bachelor,1
49,121755,600,14,1,39.03,20436,Self-Employed,Master,1
33,73664,630,15,6,55.28,400033,Salaried,Bachelor,0
38,151059,677,20,4,53.15,890102,Self-Employed,Bachelor,0
47,181899,535,3,1,6.82,369873,Salaried,Master,0
23,227957,756,5,6,14.0,840396,Salaried,Bachelor,1
55,115523,657,11,5,55.69,557112,Salaried,Master,0
59,228500,656,25,5,25.67,21951,Salaried,Bachelor,1
42,162208,701,12,1,41.21,127705,Salaried,High School,1
37,185289,588,15,1,9.81,681421,Salaried,High School,1
48,154840,661,8,5,65.27,713106,Salaried,High School,0
58,177062,801,4,3,34.04,664299,Self-Employed,Bachelor,1
36,208487,726,2,4,21.03,116187,Salaried,Master,1
25,206567,793,7,3,30.98,792232,Salaried,Master,1
42,73337,752,2,0,52.77,507329,Salaried,Bachelor,1
37,230903,709,19,2,9.74,273542,Salaried,Master,1
31,143802,628,1,6,14.49,583441,Salaried,Bachelor,1
42,136455,634,10,2,27.57,628667,Salaried,Master,0
64,66584,649,23,0,48.65,342937,Self-Employed,High School,1
64,157026,645,4,1,31.99,212772,Business,Bachelor,1
56,138971,752,12,0,15.62,511776,Salaried,Bachelor,1
61,199910,690,0,4,9.67,453564,Business,High School,1
64,59882,703,18,5,48.08,759940,Salaried,Bachelor,1
62,20933,737,30,0,58.83,921143,Salaried,Master,0
60,185905,628,2,6,36.85,998581,Salaried,High School,0
23,249910,694,5,4,8.67,569303,Self-Employed,PhD,1
47,90873,701,20,0,52.82,93186,Salaried,Master,1
65,184359,651,10,4,15.36,313402,Salaried,Bachelor,1
33,227802,628,6,5,13.11,354350,Salaried,Master,1
33,123374,676,15,6,6.67,524062,Self-Employed,PhD,1
50,215131,618,11,3,35.12,352011,Self-Employed,High School,1
38,25787,774,8,5,19.78,28926,Contract,Bachelor,0
60,236493,648,8,3,45.18,739333,Self-Employed,Bachelor,1
53,222234,660,7,1,32.44,599645,Self-Employed,Master,1
37,181932,690,19,0,48.98,398947,Business,High School,1
61,65238,607,30,6,25.32,418668,Business,Bachelor,1
30,140743,839,12,5,62.99,526898,Business,Master,1
61,244642,612,25,1,64.43,467117,Contract,Bachelor,0
64,82998,633,10,0,42.3,916381,Salaried,Bachelor,0
44,21355,772,22,6,17.56,996305,Self-Employed,Bachelor,1
62,116789,691,30,2,6.53,299683,Self-Employed,Bachelor,1
49,98114,722,5,5,35.15,954600,Self-Employed,High School,1
28,111778,658,10,2,33.89,678706,Business,Bachelor,0
56,246099,697,21,2,53.43,349422,Business,High School,1
34,55882,729,8,2,65.52,781939,Self-Employed,Master,1
49,162944,729,13,5,15.94,808043,Salaried,Bachelor,1
27,34837,691,9,4,27.95,410559,Business,Master,1
45,165199,698,13,0,28.19,212889,Business,Master,1
62,66844,558,10,2,52.02,952767,Salaried,High School,0
50,169529,678,9,0,30.44,424340,Business,High School,0
48,58723,819,18,0,9.11,509958,Salaried,High School,1
30,58857,617,12,3,38.85,655781,Business,Bachelor,1
54,175577,620,10,5,5.83,293725,Business,High School,1
36,70097,593,12,6,9.32,937441,Self-Employed,Bachelor,0
30,239768,706,12,1,57.57,254262,Self-Employed,Master,1
49,149885,722,27,3,57.46,623736,Salaried,Master,1
35,186260,431,11,6,47.22,42701,Self-Employed,High School,0
48,149373,716,25,2,11.16,608865,Salaried,Bachelor,1
44,217418,679,11,0,44.34,757396,Salaried,Master,1
62,176531,731,6,1,67.62,153468,Salaried,Master,1
40,168763,628,7,3,42.68,987054,Salaried,PhD,0
49,46927,699,24,2,34.59,784891,Salaried,High School,1
22,82131,736,4,3,41.72,304464,Salaried,Bachelor,1
52,160110,714,1,6,18.5,407816,Salaried,Bachelor,1
62,230300,788,17,6,50.23,64345,Salaried,PhD,1
50,145348,827,10,0,26.47,180927,Salaried,High School,1
29,206258,728,11,3,52.2,493281,Business,High School,1
