age,income,credit_score,loan_amount,experience_years,debt_to_income,employment_type,existing_loans,dependents,savings,property_owned,loan_approved
38,221081,386,206497,10,0.45,Contract,1,3,803424,No,Yes
30,130858,814,827877,7,0.25,Contract,5,1,784135,No,Yes
54,237343,464,699069,25,0.24,Self-Employed,5,0,824056,No,Yes
46,249069,522,542427,17,0.31,Business,5,3,777292,No,Yes
50,94620,596,713867,22,0.1,Self-Employed,3,3,918282,Yes,Yes
29,193843,750,765947,7,0.66,Self-Employed,2,4,570947,Yes,Yes
51,177828,642,434405,25,0.17,Contract,4,1,359546,No,Yes
62,100604,640,850005,38,0.18,Self-Employed,0,4,97600,No,Yes
24,112452,760,239923,0,0.47,Self-Employed,3,4,620838,Yes,Yes
26,151991,691,209770,6,0.52,Self-Employed,2,4,934372,Yes,Yes
34,41550,836,373638,8,0.53,Self-Employed,4,1,516588,Yes,No
24,185596,850,68318,0,0.29,Contract,3,0,350991,Yes,Yes
46,203678,720,744079,21,0.62,Business,2,4,325540,Yes,Yes
59,217891,680,408672,39,0.4,Business,0,2,765385,No,Yes
37,88227,304,811090,9,0.34,Contract,2,1,930840,Yes,Yes
39,41212,303,125529,13,0.58,Salaried,2,3,608214,Yes,No
26,58118,615,89102,1,0.21,Self-Employed,0,3,545633,No,Yes
49,46602,377,69006,26,0.61,Contract,5,1,90600,Yes,No
31,35540,830,845480,9,0.4,Salaried,5,3,190399,No,Yes
36,184901,654,465165,13,0.64,Salaried,3,1,610399,Yes,Yes
50,205381,332,256676,30,0.18,Self-Employed,2,0,251596,Yes,Yes
45,214475,438,67909,17,0.66,Contract,0,1,444899,No,Yes
60,89455,571,998839,39,0.5,Self-Employed,3,0,545020,Yes,No
31,40277,495,84184,10,0.45,Salaried,0,1,376628,Yes,No
27,137133,426,504039,5,0.32,Salaried,1,4,737009,Yes,Yes
46,208745,648,373359,26,0.67,Self-Employed,3,2,290690,Yes,Yes
42,166748,343,248402,13,0.34,Self-Employed,1,0,285460,No,Yes
45,191916,543,208713,23,0.37,Self-Employed,5,2,172720,Yes,Yes
39,213780,308,380400,16,0.56,Business,2,3,798928,No,Yes
51,27752,378,56826,23,0.24,Contract,2,0,524799,No,Yes
46,230620,489,406460,22,0.24,Contract,2,3,664192,Yes,Yes
62,223783,385,875995,37,0.55,Contract,3,4,720662,Yes,Yes
61,189742,784,102828,40,0.13,Salaried,4,4,543801,Yes,Yes
56,216675,570,677668,34,0.58,Contract,3,0,734283,No,No
43,180550,812,163766,17,0.46,Contract,3,0,599187,Yes,Yes
33,175511,319,580657,7,0.4,Salaried,4,2,656915,Yes,Yes
45,183819,788,615600,16,0.2,Salaried,3,3,924668,No,Yes
22,143332,429,421871,2,0.56,Business,5,2,143452,Yes,No
22,178882,306,288995,0,0.57,Salaried,1,0,743178,No,No
36,36302,609,186898,16,0.36,Self-Employed,4,2,812402,Yes,Yes
29,84236,772,704659,3,0.3,Business,4,0,70266,Yes,Yes
48,82467,401,969696,27,0.21,Salaried,1,1,81569,Yes,Yes
33,120350,637,961089,5,0.54,Contract,4,3,629635,No,No
55,183913,618,463136,27,0.47,Business,4,4,178572,Yes,Yes
61,193785,812,163554,33,0.18,Business,1,4,415482,Yes,Yes
33,198618,324,991187,10,0.57,Contract,0,2,92865,No,No
51,21048,729,75692,26,0.62,Contract,0,4,431485,Yes,Yes
41,182362,442,805984,20,0.09,Contract,5,1,897498,No,Yes
52,76906,448,533007,30,0.55,Self-Employed,0,1,601628,No,Yes
54,94637,354,656741,29,0.6,Business,1,2,429818,Yes,Yes
28,47778,770,583697,8,0.69,Self-Employed,2,4,289014,No,No
61,176497,662,786425,35,0.2,Self-Employed,3,4,741433,Yes,Yes
22,232460,508,589083,1,0.29,Contract,4,0,699733,Yes,Yes
58,138918,484,388860,31,0.68,Salaried,1,2,520949,No,Yes
52,108036,364,240644,28,0.11,Self-Employed,3,0,881281,Yes,Yes
60,207248,848,727095,34,0.39,Salaried,1,1,688026,No,Yes
48,161746,411,527115,21,0.38,Salaried,4,2,818084,No,Yes
57,211474,562,435555,35,0.44,Contract,2,0,160169,No,Yes
61,237803,375,618324,36,0.27,Salaried,1,1,954142,No,Yes
21,238979,595,573809,0,0.65,Self-Employed,3,4,185511,No,No
61,182125,477,103387,38,0.23,Salaried,5,2,884939,No,Yes
30,29957,300,520043,1,0.47,Self-Employed,3,0,494689,Yes,No
24,90644,447,940977,0,0.37,Contract,4,3,300247,No,No
55,202688,428,521301,35,0.22,Self-Employed,5,4,866168,Yes,Yes
30,131294,812,586309,4,0.17,Salaried,0,0,167602,Yes,Yes
31,35829,801,643938,3,0.67,Self-Employed,4,0,537131,No,No
34,23837,448,642408,5,0.41,Salaried,5,2,176556,Yes,No
58,213213,568,584028,31,0.44,Salaried,5,3,899070,Yes,Yes
32,164104,404,805152,9,0.56,Contract,4,4,113021,Yes,Yes
65,117770,765,760914,40,0.1,Salaried,0,4,415693,No,Yes
37,44352,580,801639,11,0.51,Business,2,2,851271,No,No
36,48215,706,194391,16,0.16,Self-Employed,1,2,823313,No,Yes
55,205391,657,565951,28,0.53,Business,3,2,584545,No,Yes
22,223714,502,279603,2,0.14,Business,1,3,182224,Yes,Yes
31,59247,580,398535,5,0.59,Self-Employed,1,2,910414,Yes,Yes
61,243374,556,448458,36,0.49,Contract,3,3,278285,No,No
23,147692,393,620457,0,0.3,Self-Employed,0,3,950603,Yes,Yes
49,192120,623,836220,22,0.28,Contract,3,1,65233,No,Yes
38,224604,661,794903,13,0.15,Salaried,0,2,341116,No,Yes
40,84714,650,637999,16,0.64,Business,0,2,271996,Yes,Yes
34,53319,361,996911,6,0.13,Self-Employed,4,4,673949,No,No
54,137058,486,627792,31,0.36,Salaried,2,2,641579,Yes,Yes
51,34025,841,464528,25,0.2,Self-Employed,5,3,614203,Yes,Yes
60,27780,603,391774,35,0.7,Self-Employed,4,2,348808,Yes,No
62,40706,735,164481,33,0.43,Salaried,2,0,365771,No,Yes
38,191988,512,417763,13,0.15,Self-Employed,0,4,83108,No,Yes
50,93503,705,164050,26,0.48,Salaried,5,0,839907,Yes,Yes
45,179928,433,587276,24,0.69,Business,5,3,718897,Yes,Yes
39,121166,518,390878,16,0.44,Salaried,4,0,893169,No,No
28,27179,720,771594,8,0.35,Self-Employed,1,3,662653,No,Yes
48,187695,618,771333,20,0.24,Business,3,4,328901,No,Yes
28,166659,456,268811,0,0.11,Business,3,1,632758,Yes,Yes
51,172805,487,852427,24,0.2,Salaried,3,0,772115,No,Yes
23,237378,775,940916,0,0.41,Contract,2,4,780794,No,Yes
23,117423,461,190948,0,0.54,Salaried,3,1,638891,No,No
64,141076,428,330681,40,0.62,Contract,2,3,114230,No,Yes
42,153047,603,826086,19,0.57,Salaried,2,3,487888,Yes,Yes
37,227527,388,891592,14,0.13,Business,5,1,718780,Yes,Yes
56,93138,461,662583,32,0.55,Salaried,2,4,801367,Yes,Yes
37,194535,335,536242,16,0.43,Contract,1,1,720972,Yes,Yes
34,248668,526,176097,13,0.35,Self-Employed,5,0,563275,No,Yes
29,191226,450,792416,8,0.42,Contract,0,1,479391,No,Yes
50,224748,346,448494,23,0.06,Business,1,2,484674,No,Yes
41,104706,530,739087,20,0.09,Salaried,0,0,710527,Yes,Yes
32,134905,838,60031,7,0.39,Business,1,4,973116,Yes,Yes
57,46830,464,112745,36,0.16,Self-Employed,2,0,11822,No,Yes
52,128076,365,926821,25,0.4,Self-Employed,0,3,289174,Yes,Yes
31,221198,379,922572,11,0.28,Self-Employed,5,3,595718,Yes,Yes
40,195817,439,823804,19,0.64,Salaried,3,3,650306,Yes,Yes
55,48609,699,942323,31,0.67,Contract,1,0,216212,No,No
31,35401,429,403599,6,0.69,Salaried,0,3,703441,No,No
28,176801,745,529906,0,0.63,Business,3,4,707128,Yes,Yes
24,121480,328,648730,0,0.69,Salaried,4,4,738559,Yes,No
47,136278,501,260906,20,0.51,Business,2,0,187780,Yes,Yes
64,194239,536,944433,38,0.67,Salaried,1,1,306515,No,Yes
60,243253,638,823969,40,0.47,Contract,1,1,438809,No,Yes
58,75391,698,101866,37,0.58,Self-Employed,5,4,687474,Yes,Yes
50,144543,738,903315,27,0.14,Salaried,5,0,348752,Yes,Yes
64,146886,588,513760,40,0.49,Contract,4,4,977654,No,No
47,112583,551,105237,20,0.66,Salaried,0,3,746514,No,Yes
41,207243,399,860985,18,0.4,Salaried,1,3,355514,No,Yes
40,237168,721,273626,14,0.17,Self-Employed,1,4,62140,Yes,Yes
24,155719,317,972372,0,0.39,Business,1,3,508073,Yes,Yes
31,170178,770,146441,4,0.51,Contract,1,2,535392,No,Yes
33,24015,306,185032,5,0.55,Salaried,4,2,155913,No,No
29,39506,718,571272,1,0.39,Self-Employed,2,2,257081,No,Yes
24,42067,679,977448,0,0.19,Salaried,1,1,722263,No,Yes
32,148819,807,759608,4,0.65,Salaried,4,1,868141,Yes,Yes
29,20056,413,466975,5,0.55,Self-Employed,3,0,272983,No,No
33,246327,810,461337,4,0.23,Salaried,1,1,260076,Yes,Yes
46,47328,768,226201,23,0.58,Salaried,0,4,637058,No,Yes
58,95712,392,426291,36,0.28,Contract,4,0,310281,Yes,Yes
62,70832,791,427940,37,0.25,Contract,0,0,249346,Yes,Yes
33,60771,401,396743,4,0.61,Contract,2,4,57057,Yes,Yes
59,115421,792,999063,31,0.62,Salaried,3,2,370471,Yes,Yes
48,235877,835,186832,25,0.31,Salaried,0,1,983128,Yes,Yes
39,195587,784,681695,18,0.06,Contract,1,0,824419,No,Yes
44,82538,778,259689,22,0.17,Salaried,4,2,34435,No,Yes
39,217722,466,428928,17,0.64,Self-Employed,3,3,853179,No,No
33,228050,439,819449,12,0.63,Self-Employed,4,2,75420,No,No
33,58151,393,962325,5,0.34,Salaried,5,2,123444,Yes,Yes
48,150701,480,345270,25,0.25,Salaried,3,1,848930,No,Yes
22,101463,303,80961,0,0.25,Business,5,3,411668,Yes,Yes
30,114853,688,285329,1,0.63,Self-Employed,0,0,562867,Yes,Yes
42,107432,571,477060,17,0.26,Salaried,2,4,471527,Yes,Yes
33,46155,431,850520,6,0.38,Business,5,0,153860,No,No
29,167360,811,188308,2,0.53,Self-Employed,4,1,147142,Yes,Yes
53,68588,351,940407,24,0.19,Business,1,0,706883,Yes,Yes
34,236023,589,629255,9,0.21,Contract,4,1,877233,No,Yes
40,185157,745,661972,16,0.28,Business,5,1,199806,Yes,Yes
35,29251,536,830343,9,0.48,Contract,2,0,330647,Yes,No
52,120420,790,677566,30,0.58,Salaried,5,4,406525,No,Yes
53,174646,579,807191,24,0.41,Salaried,0,4,834323,No,Yes
37,27623,343,887886,16,0.14,Self-Employed,1,0,257531,Yes,No
44,235544,658,747924,17,0.34,Business,1,3,249608,No,Yes
50,72715,825,83843,22,0.13,Business,0,2,180341,Yes,Yes
33,24123,761,201504,8,0.11,Salaried,4,4,53719,No,Yes
36,21061,400,525464,13,0.43,Self-Employed,1,1,31544,Yes,No
22,124393,760,64433,0,0.67,Salaried,4,4,299263,No,Yes
37,120035,567,733168,11,0.59,Self-Employed,4,3,868536,Yes,Yes
52,57095,661,348389,25,0.55,Business,0,0,998918,Yes,Yes
63,208690,707,132922,40,0.52,Contract,2,3,369966,Yes,Yes
28,177523,336,505438,3,0.63,Self-Employed,2,2,46958,Yes,Yes
23,99897,767,271760,0,0.54,Business,4,4,423755,Yes,Yes
32,99443,558,992406,7,0.46,Self-Employed,0,1,470210,No,No
40,136005,808,541414,11,0.29,Contract,2,1,931383,Yes,Yes
36,52814,608,695362,10,0.12,Contract,5,3,953558,Yes,Yes
34,103141,572,960839,11,0.35,Salaried,4,0,787164,No,No
36,246864,409,64702,11,0.65,Contract,1,2,479700,No,Yes
63,225940,559,675413,40,0.43,Contract,1,0,86604,Yes,Yes
53,186904,567,245283,26,0.17,Salaried,5,4,648963,Yes,Yes
50,244084,331,618473,28,0.47,Contract,3,3,658081,No,No
32,158517,476,142393,4,0.35,Salaried,3,3,315990,Yes,Yes
35,182562,403,226779,8,0.66,Self-Employed,3,1,771765,No,No
38,47767,535,527516,13,0.15,Business,2,4,587087,Yes,No
48,64057,392,648510,19,0.51,Salaried,5,1,851141,Yes,No
43,229818,500,174018,22,0.49,Self-Employed,1,0,874617,No,Yes
34,238767,334,838848,7,0.69,Contract,1,3,193630,No,Yes
50,222172,416,960668,25,0.42,Self-Employed,2,3,120583,No,Yes
53,190115,757,403409,33,0.62,Salaried,1,2,64448,Yes,Yes
65,104755,770,954369,40,0.07,Salaried,1,0,580156,No,Yes
35,45946,698,510894,11,0.13,Salaried,4,4,155085,No,Yes
27,185659,416,528524,2,0.27,Salaried,1,2,64240,Yes,Yes
35,21364,661,835290,15,0.45,Self-Employed,4,3,994115,Yes,No
62,218926,503,567220,39,0.34,Business,3,4,455470,Yes,Yes
58,205160,445,170003,32,0.18,Business,0,1,262020,No,Yes
64,95015,743,813898,40,0.43,Self-Employed,4,0,529240,No,Yes
31,156470,596,574495,6,0.42,Business,5,1,365474,Yes,Yes
49,151524,786,388526,28,0.39,Contract,1,3,313227,Yes,Yes
51,105208,530,681256,24,0.11,Self-Employed,3,2,431701,Yes,Yes
45,141208,502,756150,16,0.65,Self-Employed,0,1,445893,No,Yes
44,182265,661,333655,21,0.43,Self-Employed,0,3,912111,Yes,Yes
39,228473,694,992215,14,0.22,Business,3,1,173739,No,Yes
22,43345,547,966065,0,0.5,Self-Employed,3,0,642250,No,No
42,103895,739,753374,14,0.26,Self-Employed,0,1,313933,No,Yes
40,223407,695,939092,13,0.38,Salaried,0,0,638913,No,Yes
53,208268,655,993250,28,0.27,Salaried,1,0,256437,Yes,Yes
28,172125,700,304409,0,0.62,Business,5,4,342809,Yes,Yes
45,249500,540,711384,16,0.7,Salaried,4,2,547762,Yes,Yes
29,147022,640,735752,1,0.15,Contract,4,1,587069,No,Yes
54,232292,528,155909,33,0.07,Salaried,0,3,776743,Yes,Yes
43,154087,842,487747,15,0.19,Salaried,0,4,59761,No,Yes
25,246273,838,859191,0,0.43,Self-Employed,5,2,602498,Yes,Yes
45,157729,828,404404,24,0.16,Contract,5,4,187480,Yes,Yes
28,69116,566,111586,0,0.58,Contract,2,1,586474,Yes,Yes
36,171023,428,288074,12,0.32,Salaried,0,1,646257,No,Yes
65,115599,519,454013,37,0.45,Business,4,1,305630,Yes,Yes
35,247351,381,302007,13,0.35,Self-Employed,1,2,837482,No,Yes
21,44521,319,109727,0,0.64,Business,2,4,450666,No,No
42,72431,626,664845,22,0.07,Business,4,3,438670,Yes,Yes
23,28731,336,937517,0,0.52,Business,1,4,786607,Yes,No
58,167816,681,279819,32,0.47,Contract,5,2,75772,Yes,Yes
34,81094,338,754629,8,0.47,Business,5,0,771370,Yes,No
56,36423,408,878932,31,0.32,Business,2,0,327465,Yes,No
38,132612,728,833264,13,0.06,Contract,2,0,136123,Yes,Yes
61,166640,363,159266,34,0.5,Salaried,2,3,316832,No,Yes
38,196483,474,279942,9,0.59,Contract,2,2,491167,No,Yes
23,21934,331,856418,0,0.11,Contract,2,2,937385,No,No
30,94945,830,199392,7,0.34,Salaried,2,0,654965,Yes,Yes
59,148443,405,352838,36,0.16,Business,3,2,310343,No,Yes
21,114946,781,747972,0,0.45,Business,5,2,602093,No,Yes
47,114344,505,496939,23,0.56,Salaried,1,1,609529,Yes,Yes
47,157244,546,424244,18,0.48,Business,4,3,271540,No,No
31,45358,388,524773,3,0.26,Salaried,0,2,919261,Yes,No
25,215385,615,758902,0,0.14,Contract,4,0,58721,No,No
27,147774,310,464415,0,0.57,Business,3,4,734187,No,No
39,37763,348,383180,16,0.26,Business,3,4,388087,Yes,No
49,197745,470,341810,29,0.06,Self-Employed,2,3,465311,No,Yes
35,249794,442,186474,12,0.42,Business,3,2,377873,No,No
55,245778,506,269979,27,0.21,Self-Employed,4,1,170723,No,Yes
57,103997,762,611837,31,0.6,Business,3,2,565933,Yes,Yes
32,85975,808,720875,7,0.14,Self-Employed,4,0,700504,Yes,Yes
50,156876,500,788483,29,0.33,Salaried,2,2,400582,No,Yes
40,196666,304,964342,17,0.21,Business,2,4,455630,Yes,Yes
57,227820,510,683721,37,0.5,Salaried,3,4,319106,Yes,Yes
23,105189,328,253665,1,0.41,Self-Employed,5,3,379983,Yes,No
29,105507,489,245670,8,0.56,Self-Employed,0,0,33616,Yes,Yes
61,85525,487,304357,38,0.35,Self-Employed,2,3,903594,No,Yes
59,222476,449,324243,36,0.05,Self-Employed,1,2,729093,No,Yes
46,117248,824,688447,18,0.19,Contract,1,1,340888,Yes,Yes
22,42604,665,948314,0,0.7,Salaried,2,3,316131,Yes,No
43,134585,456,596385,21,0.31,Self-Employed,5,4,325226,Yes,Yes
43,171207,379,645007,17,0.45,Business,5,0,96182,Yes,Yes
41,245152,572,496582,14,0.64,Self-Employed,3,2,22450,Yes,No
36,186990,817,463679,10,0.06,Salaried,2,0,426416,No,Yes
29,147716,531,99094,2,0.48,Contract,3,0,21660,No,No
33,199921,459,933028,5,0.24,Salaried,4,0,674397,No,Yes
48,179919,643,66696,28,0.23,Business,0,4,890052,Yes,Yes
47,192846,588,844786,18,0.2,Contract,0,1,92944,No,Yes
37,209781,504,461128,12,0.58,Salaried,4,3,765889,Yes,Yes
58,28680,604,750708,35,0.29,Self-Employed,4,4,419414,No,No
56,131508,659,275969,36,0.09,Business,4,1,112318,No,Yes
21,113619,699,334024,0,0.11,Business,0,2,644336,Yes,Yes
38,73037,748,682349,9,0.15,Contract,2,3,78597,Yes,Yes
29,117969,405,393440,6,0.63,Salaried,1,1,879222,Yes,Yes
33,129115,381,120304,13,0.33,Business,5,2,307203,No,Yes
60,76914,641,598239,35,0.65,Contract,5,3,403907,Yes,Yes
65,175381,720,738526,40,0.58,Self-Employed,3,2,783921,No,Yes
35,125255,348,949980,7,0.59,Self-Employed,1,4,132093,Yes,Yes
63,28349,505,236854,34,0.24,Contract,3,2,451460,No,No
64,224151,517,504146,40,0.23,Salaried,0,0,150635,Yes,Yes
24,209892,735,722791,4,0.41,Self-Employed,2,4,915222,No,Yes
53,224068,621,854758,28,0.32,Self-Employed,1,2,457661,No,Yes
44,183625,530,733066,19,0.38,Contract,4,4,838531,No,Yes
56,46525,786,345151,30,0.08,Salaried,4,3,720910,Yes,Yes
61,23948,728,797830,35,0.68,Self-Employed,4,0,571623,No,No
30,32498,583,89232,1,0.09,Salaried,5,0,27998,No,No
56,168063,785,83439,33,0.17,Contract,1,2,661799,No,Yes
40,239582,575,540976,16,0.49,Salaried,2,3,348522,Yes,Yes
61,77790,732,888203,39,0.15,Salaried,2,4,647478,No,Yes
65,156732,484,467519,40,0.12,Business,4,2,252621,Yes,Yes
64,44245,515,85229,38,0.15,Self-Employed,1,1,397266,Yes,Yes
31,149310,396,798865,3,0.09,Self-Employed,4,2,497241,Yes,Yes
32,168992,418,500961,4,0.21,Self-Employed,3,1,669659,Yes,Yes
38,64659,664,363402,14,0.23,Salaried,3,0,15288,Yes,Yes
50,143983,702,332676,27,0.37,Contract,1,2,565164,Yes,Yes
64,92874,696,804751,38,0.34,Salaried,3,2,810455,Yes,Yes
57,60517,757,384456,35,0.36,Self-Employed,0,0,373465,Yes,Yes
40,144618,617,714694,17,0.45,Self-Employed,0,4,201248,Yes,Yes
45,93885,681,955501,17,0.2,Self-Employed,0,2,338584,No,Yes
32,64350,441,174945,8,0.14,Self-Employed,3,3,788102,No,Yes
41,95179,756,743252,12,0.62,Contract,2,0,616697,Yes,Yes
45,177346,800,78484,19,0.46,Business,0,4,626953,No,Yes
31,63013,622,565463,10,0.09,Salaried,4,0,275998,No,No
29,57913,567,603119,1,0.67,Contract,2,0,145171,Yes,No
45,63819,786,815815,21,0.5,Business,1,4,90532,Yes,Yes
55,100168,459,558045,31,0.15,Self-Employed,3,4,251222,Yes,Yes
52,110680,313,820444,29,0.68,Contract,4,4,566975,No,No
34,226929,454,568723,7,0.29,Contract,1,3,666263,No,Yes
21,112792,400,204737,0,0.69,Contract,3,1,227645,Yes,No
37,213982,342,341349,16,0.12,Salaried,5,0,750051,No,Yes
45,172557,492,821603,21,0.15,Business,3,2,449942,No,Yes
28,151932,610,909022,6,0.48,Business,4,1,88957,No,No
25,67875,764,748828,2,0.06,Salaried,5,2,703445,Yes,Yes
25,163991,462,178609,3,0.06,Business,3,2,219288,No,Yes
61,247945,650,836024,35,0.56,Self-Employed,3,2,53981,No,Yes
55,91947,533,509780,30,0.16,Contract,3,3,696511,No,Yes
39,27586,702,977872,18,0.65,Business,2,3,716659,No,No
43,69986,650,333579,16,0.33,Business,0,1,339779,Yes,Yes
29,107848,466,787950,5,0.62,Contract,5,4,638124,Yes,Yes
50,41055,447,688714,25,0.32,Self-Employed,4,3,453394,Yes,No
36,183962,327,480578,9,0.39,Self-Employed,2,0,725372,Yes,Yes
53,212153,558,261219,27,0.26,Business,4,1,893870,Yes,Yes
22,46807,741,456610,0,0.48,Self-Employed,2,0,382055,No,No
34,234992,826,674447,13,0.26,Salaried,3,2,537422,Yes,Yes
21,65177,510,440261,0,0.2,Contract,5,0,816039,Yes,Yes
46,243533,842,688911,19,0.1,Contract,3,3,613311,Yes,Yes
45,86625,744,670572,22,0.09,Salaried,5,0,464755,Yes,Yes
36,163314,752,430261,9,0.25,Self-Employed,5,2,54834,No,Yes
35,74317,703,890860,12,0.53,Self-Employed,5,2,384645,No,Yes
46,189050,365,748398,20,0.18,Contract,2,3,437544,No,Yes
64,34433,704,535334,39,0.24,Salaried,3,1,120775,No,Yes
36,51282,734,784493,7,0.64,Salaried,5,4,888950,Yes,Yes
34,94519,527,59880,14,0.47,Contract,0,1,975878,Yes,Yes
49,61578,775,464031,22,0.65,Business,4,4,762148,No,Yes
44,148843,767,924808,19,0.64,Contract,5,3,260510,Yes,Yes
35,126333,400,259494,14,0.09,Business,3,3,722417,No,Yes
39,219279,722,520718,15,0.67,Business,5,3,65240,Yes,Yes
28,173205,655,468656,7,0.08,Business,5,2,179090,No,Yes
54,68317,438,711874,25,0.65,Contract,1,1,663176,No,No
22,145878,430,349812,0,0.41,Salaried,2,4,535321,No,No
47,126745,848,881801,18,0.4,Salaried,5,1,643009,Yes,Yes
30,147230,767,623467,5,0.51,Salaried,2,4,469470,No,Yes
55,83950,779,835562,29,0.62,Contract,5,0,913676,Yes,Yes
43,77612,410,884501,18,0.45,Contract,3,1,922509,Yes,No
28,82873,452,776245,0,0.33,Self-Employed,2,0,884319,Yes,Yes
48,133792,541,835956,28,0.12,Contract,1,3,521500,Yes,Yes
43,235850,578,902997,21,0.56,Salaried,2,2,191291,Yes,Yes
24,211074,662,346908,0,0.13,Self-Employed,1,2,734715,Yes,Yes
34,201580,707,493709,13,0.52,Contract,2,1,255120,No,Yes
62,249792,474,469040,40,0.39,Contract,2,0,277950,Yes,Yes
49,187451,434,769904,29,0.3,Contract,1,0,386057,Yes,Yes
21,142814,805,797608,0,0.45,Self-Employed,4,4,90950,No,Yes
24,33231,593,360605,4,0.55,Self-Employed,5,1,796080,Yes,No
52,105385,794,461687,31,0.66,Business,0,1,666327,No,Yes
53,59163,718,468472,33,0.22,Self-Employed,5,0,770079,Yes,Yes
46,139880,505,607430,21,0.67,Salaried,1,0,442687,No,Yes
37,180748,617,94329,14,0.67,Salaried,0,2,922434,Yes,Yes
59,105592,372,708405,32,0.58,Contract,5,1,446155,No,No
43,124564,558,720088,19,0.62,Salaried,5,2,578141,No,No
52,234555,657,604001,23,0.5,Salaried,2,3,476536,No,Yes
35,73535,447,129374,11,0.08,Salaried,4,3,695402,Yes,Yes
33,128952,524,596947,6,0.42,Salaried,1,0,487611,No,Yes
22,240648,404,285325,0,0.54,Self-Employed,4,4,348863,No,No
39,195182,655,449568,14,0.66,Salaried,1,0,171152,Yes,Yes
44,196050,837,569135,19,0.42,Contract,5,1,591606,No,Yes
65,239890,560,400710,40,0.57,Self-Employed,3,0,470650,Yes,Yes
44,240809,369,672870,19,0.51,Business,1,2,620653,Yes,Yes
31,221441,746,616035,2,0.23,Salaried,0,0,987186,Yes,Yes
42,153824,746,253758,16,0.15,Business,3,2,555278,Yes,Yes
35,42507,556,866055,14,0.54,Business,2,3,763545,Yes,No
30,234777,830,67716,8,0.2,Contract,5,2,815214,No,Yes
61,142225,418,778961,36,0.21,Business,1,1,814363,No,Yes
47,128282,365,980068,18,0.47,Salaried,5,0,136567,Yes,Yes
29,190567,544,593819,1,0.56,Contract,0,1,221490,No,No
48,239538,356,830585,20,0.43,Contract,2,2,751601,No,Yes
21,209958,343,615048,0,0.63,Self-Employed,0,2,641462,Yes,Yes
37,88559,823,53449,10,0.19,Contract,2,2,497039,No,Yes
51,18982,723,935168,23,0.21,Business,5,2,963695,No,Yes
64,228913,835,828074,36,0.46,Salaried,1,2,881115,No,Yes
30,147128,694,345921,1,0.59,Self-Employed,4,0,880828,No,Yes
57,165218,749,57279,29,0.4,Business,2,4,723499,Yes,Yes
49,203915,556,55191,25,0.06,Contract,5,1,977378,Yes,Yes
38,94737,660,910476,13,0.49,Salaried,4,3,892583,Yes,Yes
58,100446,679,819044,34,0.58,Contract,2,3,582307,No,Yes
59,106567,742,317451,39,0.23,Self-Employed,4,1,739557,Yes,Yes
26,41636,833,709576,3,0.09,Self-Employed,1,0,682266,No,Yes
60,100850,773,510117,40,0.39,Salaried,0,1,177195,No,Yes
32,176404,456,941532,12,0.08,Business,1,2,231164,No,Yes
34,200506,388,504959,12,0.32,Salaried,2,4,403959,Yes,Yes
64,101866,501,976631,38,0.06,Business,3,1,173859,No,No
30,210343,761,659726,10,0.2,Salaried,0,0,280276,No,Yes
40,80726,780,160283,14,0.3,Self-Employed,4,2,237058,Yes,Yes
35,98901,753,836927,6,0.12,Self-Employed,0,1,83662,Yes,Yes
51,159180,769,119128,22,0.12,Contract,0,1,287875,Yes,Yes
27,86896,679,904200,7,0.59,Self-Employed,1,2,410697,No,Yes
61,191625,700,90816,33,0.08,Contract,2,0,55863,Yes,Yes
30,58880,378,986823,6,0.5,Self-Employed,5,4,859670,Yes,No
30,70077,850,769655,5,0.58,Self-Employed,5,4,156261,Yes,Yes
59,21625,685,392347,31,0.13,Contract,1,2,113844,Yes,Yes
48,56237,642,587288,26,0.18,Salaried,2,3,974351,No,Yes
50,19223,744,187791,28,0.47,Salaried,3,0,283384,No,No
57,208375,351,119981,33,0.26,Salaried,1,3,385196,No,Yes
23,83197,550,884373,0,0.36,Business,3,3,282459,No,No
63,92693,628,674959,40,0.59,Business,2,3,162924,No,Yes
35,129555,793,519528,12,0.14,Self-Employed,0,0,917683,No,Yes
41,55760,649,613611,20,0.45,Self-Employed,3,3,520498,No,No
57,228254,758,788185,29,0.66,Self-Employed,3,2,528762,Yes,Yes
32,128174,797,762680,3,0.09,Contract,2,1,683429,Yes,Yes
